"Date","Price","Open","High","Low","Vol.","Change %"
"08/12/2025","7,753.42","7,730.22","7,759.74","7,702.51","45.58M","0.71%"
"08/11/2025","7,698.52","7,764.24","7,764.24","7,694.34","41.75M","-0.57%"
"08/08/2025","7,743.00","7,733.71","7,770.89","7,710.67","50.74M","0.44%"
"08/07/2025","7,709.32","7,651.40","7,737.63","7,645.21","55.88M","0.97%"
"08/06/2025","7,635.03","7,658.92","7,672.15","7,620.97","46.91M","0.18%"
"08/05/2025","7,621.04","7,670.20","7,670.20","7,610.57","48.28M","-0.14%"
"08/04/2025","7,632.01","7,582.77","7,632.77","7,571.76","57.75M","1.14%"
"08/01/2025","7,546.16","7,676.39","7,691.12","7,523.61","91.06M","-2.91%"
"07/31/2025","7,771.97","7,876.59","7,906.37","7,771.97","84.92M","-1.14%"
"07/30/2025","7,861.96","7,856.01","7,921.61","7,853.54","51.56M","0.06%"
"07/29/2025","7,857.36","7,834.84","7,924.62","7,833.02","57.35M","0.72%"
"07/28/2025","7,800.88","7,924.53","7,931.15","7,794.66","54.18M","-0.43%"
"07/25/2025","7,834.58","7,782.39","7,851.46","7,759.59","59.05M","0.21%"
"07/24/2025","7,818.28","7,873.50","7,898.03","7,797.28","74.86M","-0.41%"
"07/23/2025","7,850.43","7,839.71","7,869.96","7,816.27","66.79M","1.37%"
"07/22/2025","7,744.41","7,775.04","7,782.66","7,726.74","47.03M","-0.69%"
"07/21/2025","7,798.22","7,825.73","7,838.61","7,757.68","47.49M","-0.31%"
"07/18/2025","7,822.67","7,857.69","7,873.30","7,815.23","51.24M","0.01%"
"07/17/2025","7,822.00","7,794.42","7,822.02","7,783.65","52.12M","1.29%"
"07/16/2025","7,722.09","7,740.15","7,778.13","7,722.09","64.25M","-0.57%"
"07/15/2025","7,766.21","7,818.09","7,836.13","7,766.21","48.69M","-0.54%"
"07/14/2025","7,808.17","7,774.04","7,810.55","7,764.80","40.41M","-0.27%"
"07/11/2025","7,829.29","7,873.43","7,881.19","7,815.19","48.94M","-0.92%"
"07/10/2025","7,902.25","7,909.86","7,940.62","7,885.87","52.84M","0.30%"
"07/09/2025","7,878.46","7,799.33","7,886.79","7,790.55","59.30M","1.44%"
"07/08/2025","7,766.71","7,743.57","7,771.62","7,696.38","54.94M","0.56%"
"07/07/2025","7,723.47","7,704.21","7,730.98","7,682.12","49.27M","0.35%"
"07/04/2025","7,696.27","7,713.54","7,713.54","7,656.69","39.01M","-0.75%"
"07/03/2025","7,754.55","7,763.25","7,766.92","7,717.07","51.42M","0.21%"
"07/02/2025","7,738.42","7,710.72","7,770.45","7,674.23","64.52M","0.99%"
"07/01/2025","7,662.59","7,674.54","7,675.69","7,612.39","56.19M","-0.04%"
"06/30/2025","7,665.91","7,714.56","7,714.56","7,660.78","63.12M","-0.33%"
"06/27/2025","7,691.55","7,613.35","7,691.55","7,609.96","60.47M","1.78%"
"06/26/2025","7,557.31","7,587.24","7,594.90","7,532.25","70.19M","-0.01%"
"06/25/2025","7,558.16","7,630.34","7,658.50","7,557.24","53.19M","-0.76%"
"06/24/2025","7,615.99","7,656.54","7,678.78","7,606.32","69.70M","1.04%"
"06/23/2025","7,537.57","7,549.92","7,597.94","7,505.27","53.13M","-0.69%"
"06/20/2025","7,589.66","7,597.18","7,636.83","7,575.99","150.19M","0.48%"
"06/19/2025","7,553.45","7,605.88","7,618.76","7,553.45","54.33M","-1.34%"
"06/18/2025","7,656.12","7,687.42","7,710.14","7,641.13","56.56M","-0.36%"
"06/17/2025","7,683.73","7,687.17","7,702.75","7,646.76","63.02M","-0.76%"
"06/16/2025","7,742.24","7,706.84","7,769.32","7,705.28","66.01M","0.75%"
"06/13/2025","7,684.68","7,670.04","7,713.68","7,659.13","74.63M","-1.04%"
"06/12/2025","7,765.11","7,741.04","7,783.64","7,698.23","57.18M","-0.14%"
"06/11/2025","7,775.90","7,810.84","7,840.02","7,775.90","58.25M","-0.36%"
"06/10/2025","7,804.33","7,784.58","7,815.44","7,769.51","61.38M","0.17%"
"06/09/2025","7,791.47","7,796.26","7,812.73","7,772.09","39.65M","-0.17%"
"06/06/2025","7,804.87","7,794.88","7,815.00","7,769.84","43.30M","0.19%"
"06/05/2025","7,790.27","7,811.18","7,848.09","7,761.54","53.72M","-0.18%"
"06/04/2025","7,804.67","7,795.06","7,843.21","7,779.36","60.84M","0.53%"
"06/03/2025","7,763.84","7,752.28","7,765.46","7,699.24","58.27M","0.34%"
"06/02/2025","7,737.20","7,714.91","7,744.28","7,668.90","59.19M","-0.19%"
"05/30/2025","7,751.89","7,776.04","7,811.49","7,747.90","126.16M","-0.36%"
"05/29/2025","7,779.72","7,866.77","7,869.92","7,779.72","38.40M","-0.11%"
"05/28/2025","7,788.10","7,825.42","7,853.66","7,787.58","59.92M","-0.49%"
"05/27/2025","7,826.79","7,816.51","7,856.40","7,808.12","51.61M","-0.02%"
"05/26/2025","7,828.13","7,833.13","7,840.30","7,799.81","45.80M","1.21%"
"05/23/2025","7,734.40","7,876.87","7,888.97","7,620.40","79.98M","-1.65%"
"05/22/2025","7,864.44","7,870.57","7,887.10","7,807.05","61.21M","-0.58%"
"05/21/2025","7,910.49","7,913.74","7,930.61","7,873.17","58.00M","-0.40%"
"05/20/2025","7,942.42","7,899.86","7,955.53","7,878.57","65.94M","0.75%"
"05/19/2025","7,883.63","7,854.11","7,883.63","7,824.42","56.01M","-0.04%"
"05/16/2025","7,886.69","7,874.93","7,915.43","7,855.72","67.20M","0.42%"
"05/15/2025","7,853.47","7,806.12","7,853.47","7,800.37","62.40M","0.21%"
"05/14/2025","7,836.79","7,875.39","7,877.74","7,805.70","66.23M","-0.47%"
"05/13/2025","7,873.83","7,842.79","7,879.39","7,840.86","57.05M","0.30%"
"05/12/2025","7,850.10","7,800.18","7,880.29","7,783.69","86.22M","1.37%"
"05/09/2025","7,743.75","7,732.02","7,767.07","7,723.14","55.90M","0.64%"
"05/08/2025","7,694.44","7,657.03","7,719.83","7,646.01","62.22M","0.89%"
"05/07/2025","7,626.84","7,668.18","7,678.95","7,613.20","61.70M","-0.91%"
"05/06/2025","7,696.92","7,743.07","7,746.28","7,647.78","60.34M","-0.40%"
"05/05/2025","7,727.93","7,735.59","7,747.49","7,713.16","46.76M","-0.55%"
"05/02/2025","7,770.48","7,710.08","7,779.70","7,679.01","80.87M","2.33%"
"04/30/2025","7,593.87","7,586.65","7,609.32","7,512.23","111.55M","0.50%"
"04/29/2025","7,555.87","7,572.23","7,588.43","7,533.57","69.14M","-0.24%"
"04/28/2025","7,573.76","7,564.26","7,618.55","7,564.26","67.01M","0.50%"
"04/25/2025","7,536.26","7,565.35","7,574.25","7,525.13","71.77M","0.45%"
"04/24/2025","7,502.78","7,448.46","7,507.30","7,411.03","70.60M","0.27%"
"04/23/2025","7,482.36","7,403.93","7,555.17","7,403.93","94.94M","2.13%"
"04/22/2025","7,326.47","7,284.71","7,326.47","7,218.30","75.62M","0.56%"
"04/17/2025","7,285.86","7,311.91","7,331.64","7,257.77","60.44M","-0.60%"
"04/16/2025","7,329.97","7,276.39","7,332.14","7,243.77","69.62M","-0.07%"
"04/15/2025","7,335.40","7,255.06","7,344.20","7,239.73","76.65M","0.86%"
"04/14/2025","7,273.12","7,238.01","7,308.76","7,222.86","77.14M","2.37%"
"04/11/2025","7,104.80","7,191.48","7,204.60","7,007.63","89.41M","-0.30%"
"04/10/2025","7,126.02","7,296.50","7,384.47","7,126.02","125.59M","3.83%"
"04/09/2025","6,863.02","6,902.42","6,999.35","6,792.57","122.32M","-3.34%"
"04/08/2025","7,100.42","7,036.17","7,179.49","6,952.12","118.58M","2.50%"
"04/07/2025","6,927.12","6,804.84","7,285.73","6,763.76","197.56M","-4.78%"
"04/04/2025","7,274.95","7,546.43","7,552.52","7,215.76","177.45M","-4.26%"
"04/03/2025","7,598.98","7,689.61","7,740.91","7,585.00","115.85M","-3.31%"
"04/02/2025","7,858.83","7,850.88","7,859.41","7,792.98","66.24M","-0.22%"
"04/01/2025","7,876.36","7,837.45","7,884.35","7,814.73","73.68M","1.10%"
"03/31/2025","7,790.71","7,849.32","7,853.21","7,753.74","93.21M","-1.58%"
"03/28/2025","7,916.08","7,949.23","7,975.55","7,894.62","74.15M","-0.93%"
"03/27/2025","7,990.11","7,968.80","8,015.89","7,926.93","71.34M","-0.51%"
"03/26/2025","8,030.68","8,121.99","8,127.91","8,025.21","68.18M","-0.96%"
"03/25/2025","8,108.59","8,042.73","8,142.51","8,042.73","66.80M","1.08%"
"03/24/2025","8,022.33","8,104.71","8,114.45","8,002.34","61.43M","-0.26%"
"03/21/2025","8,042.95","8,062.27","8,075.44","8,010.26","145.11M","-0.63%"
"03/20/2025","8,094.20","8,164.09","8,167.48","8,062.14","71.33M","-0.95%"
"03/19/2025","8,171.47","8,104.66","8,181.85","8,096.50","67.19M","0.70%"
"03/18/2025","8,114.57","8,100.89","8,140.09","8,090.63","78.61M","0.50%"
"03/17/2025","8,073.98","8,034.23","8,087.60","8,010.71","68.24M","0.57%"
"03/14/2025","8,028.28","7,924.22","8,044.44","7,916.58","80.01M","1.13%"
"03/13/2025","7,938.21","7,983.57","8,032.65","7,927.83","82.35M","-0.64%"
"03/12/2025","7,988.96","8,006.04","8,072.45","7,938.85","89.41M","0.59%"
"03/11/2025","7,941.91","8,092.02","8,111.22","7,921.05","102.84M","-1.31%"
"03/10/2025","8,047.60","8,161.53","8,174.59","8,039.36","104.96M","-0.90%"
"03/07/2025","8,120.80","8,163.30","8,177.85","8,066.15","103.42M","-0.94%"
"03/06/2025","8,197.67","8,226.19","8,229.44","8,103.54","111.80M","0.29%"
"03/05/2025","8,173.75","8,174.08","8,245.24","8,151.47","114.73M","1.56%"
"03/04/2025","8,047.92","8,112.13","8,136.27","8,001.15","109.31M","-1.85%"
"03/03/2025","8,199.71","8,139.13","8,257.88","8,087.31","91.39M","1.09%"
"02/28/2025","8,111.63","8,047.04","8,111.63","8,031.48","132.22M","0.11%"
"02/27/2025","8,102.52","8,104.23","8,136.86","8,048.27","93.87M","-0.51%"
"02/26/2025","8,143.92","8,103.73","8,169.35","8,084.05","89.95M","1.15%"
"02/25/2025","8,051.07","8,065.36","8,107.11","8,043.13","84.12M","-0.49%"
"02/24/2025","8,090.99","8,138.86","8,150.64","8,064.67","70.67M","-0.78%"
"02/21/2025","8,154.51","8,138.24","8,180.72","8,126.87","85.17M","0.39%"
"02/20/2025","8,122.58","8,140.78","8,172.76","8,107.31","80.10M","0.15%"
"02/19/2025","8,110.54","8,205.44","8,208.67","8,097.14","76.88M","-1.17%"
"02/18/2025","8,206.56","8,205.94","8,225.13","8,160.61","71.13M","0.21%"
"02/17/2025","8,189.13","8,181.40","8,199.04","8,165.90","57.77M","0.13%"
"02/14/2025","8,178.54","8,164.62","8,212.64","8,155.45","84.06M","0.18%"
"02/13/2025","8,164.11","8,120.81","8,176.12","8,091.42","100.73M","1.52%"
"02/12/2025","8,042.19","8,039.61","8,067.07","7,984.72","83.61M","0.17%"
"02/11/2025","8,028.90","8,013.01","8,037.24","7,995.65","63.98M","0.28%"
"02/10/2025","8,006.22","7,977.76","8,014.13","7,971.15","69.37M","0.42%"
"02/07/2025","7,973.03","7,998.38","8,027.05","7,954.90","86.94M","-0.43%"
"02/06/2025","8,007.62","7,918.36","8,024.88","7,906.36","104.33M","1.47%"
"02/05/2025","7,891.68","7,888.60","7,900.71","7,858.22","63.87M","-0.19%"
"02/04/2025","7,906.40","7,870.29","7,915.53","7,808.11","83.79M","0.66%"
"02/03/2025","7,854.92","7,786.32","7,875.58","7,785.87","85.15M","-1.20%"
"01/31/2025","7,950.17","7,954.43","7,996.41","7,928.84","77.13M","0.11%"
"01/30/2025","7,941.64","7,904.47","7,951.85","7,889.22","71.72M","0.88%"
"01/29/2025","7,872.48","7,874.72","7,891.59","7,848.76","61.91M","-0.32%"
"01/28/2025","7,897.37","7,899.28","7,955.46","7,879.33","73.34M","-0.12%"
"01/27/2025","7,906.58","7,873.70","7,928.41","7,844.41","87.93M","-0.27%"
"01/24/2025","7,927.62","7,958.92","7,988.85","7,904.17","65.43M","0.44%"
"01/23/2025","7,892.61","7,851.40","7,896.97","7,829.40","67.60M","0.70%"
"01/22/2025","7,837.40","7,783.30","7,873.98","7,773.64","70.35M","0.86%"
"01/21/2025","7,770.95","7,724.34","7,774.76","7,713.26","62.82M","0.48%"
"01/20/2025","7,733.50","7,722.12","7,766.24","7,707.29","66.37M","0.31%"
"01/17/2025","7,709.75","7,685.04","7,732.32","7,667.85","93.24M","0.98%"
"01/16/2025","7,634.74","7,591.35","7,634.74","7,567.67","74.67M","2.14%"
"01/15/2025","7,474.59","7,447.39","7,514.91","7,415.52","90.35M","0.69%"
"01/14/2025","7,423.67","7,481.95","7,499.77","7,423.49","75.44M","0.20%"
"01/13/2025","7,408.64","7,409.56","7,424.51","7,353.05","61.44M","-0.30%"
"01/10/2025","7,431.04","7,495.21","7,521.22","7,417.59","65.42M","-0.79%"
"01/09/2025","7,490.28","7,421.20","7,504.11","7,413.15","46.77M","0.51%"
"01/08/2025","7,452.42","7,489.20","7,496.51","7,396.68","68.01M","-0.49%"
"01/07/2025","7,489.35","7,451.34","7,516.95","7,417.42","68.13M","0.59%"
"01/06/2025","7,445.69","7,313.36","7,454.87","7,304.47","78.73M","2.24%"
"01/03/2025","7,282.22","7,387.97","7,387.97","7,270.57","61.58M","-1.51%"
"01/02/2025","7,393.76","7,374.59","7,399.25","7,285.30","52.77M","0.18%"
"12/31/2024","7,380.74","7,289.79","7,381.26","7,287.14","23.24M","0.92%"
"12/30/2024","7,313.56","7,325.50","7,372.65","7,299.39","41.89M","-0.57%"
"12/27/2024","7,355.37","7,289.54","7,355.37","7,278.42","46.20M","1.00%"
"12/24/2024","7,282.69","7,296.69","7,316.59","7,282.69","20.58M","0.14%"
"12/23/2024","7,272.32","7,259.37","7,291.69","7,233.19","46.30M","-0.03%"
"12/20/2024","7,274.48","7,244.15","7,289.33","7,194.49","156.26M","-0.27%"
"12/19/2024","7,294.37","7,289.11","7,326.81","7,261.28","86.81M","-1.22%"
"12/18/2024","7,384.62","7,379.33","7,397.35","7,360.06","81.50M","0.26%"
"12/17/2024","7,365.70","7,321.94","7,381.14","7,316.48","94.10M","0.12%"
