"Date","Price","Open","High","Low","Vol.","Change %"
"04/22/2024","66.62","66.10","66.78","65.75","2.69M","1.82%"
"04/19/2024","65.43","64.78","65.73","64.41","2.72M","-0.05%"
"04/18/2024","65.46","64.98","65.55","64.65","2.72M","2.04%"
"04/17/2024","64.15","63.92","64.98","63.84","2.28M","0.50%"
"04/16/2024","63.83","64.46","64.72","63.63","3.49M","-2.95%"
"04/15/2024","65.77","65.36","66.59","65.33","2.59M","0.63%"
"04/12/2024","65.36","65.99","66.44","65.10","2.35M","-0.23%"
"04/11/2024","65.51","66.52","67.15","64.80","3.21M","-1.83%"
"04/10/2024","66.73","67.07","67.54","66.12","2.45M","0.14%"
"04/09/2024","66.64","66.91","67.39","66.52","2.23M","-0.52%"
"04/08/2024","66.99","66.52","67.31","66.47","1.85M","0.66%"
"04/05/2024","66.55","66.23","66.68","65.91","2.91M","-0.91%"
"04/04/2024","67.16","66.80","67.60","66.80","2.58M","0.95%"
"04/03/2024","66.53","65.40","66.89","65.29","3.08M","1.70%"
"04/02/2024","65.42","65.80","66.60","65.18","3.00M","-0.67%"
"03/28/2024","65.86","64.92","65.93","64.90","3.47M","1.84%"
"03/27/2024","64.67","64.31","65.35","64.04","2.89M","0.56%"
"03/26/2024","64.31","63.25","64.40","63.25","3.72M","2.91%"
"03/25/2024","62.49","62.72","63.19","62.49","2.18M","-0.49%"
"03/22/2024","62.80","63.15","63.62","62.75","2.72M","0.26%"
"03/21/2024","62.64","62.39","63.02","62.09","3.67M","1.15%"
"03/20/2024","61.93","61.88","62.17","61.45","2.89M","-0.11%"
"03/19/2024","62.00","61.56","62.34","61.56","2.95M","1.04%"
"03/18/2024","61.36","61.28","61.82","61.22","2.28M","0.25%"
"03/15/2024","61.21","60.45","61.61","60.34","8.95M","1.59%"
"03/14/2024","60.25","60.77","61.28","60.15","3.21M","-1.15%"
"03/13/2024","60.95","60.88","61.78","60.63","4.75M","2.08%"
"03/12/2024","59.71","59.42","60.12","59.10","4.01M","1.12%"
"03/11/2024","59.05","58.66","59.31","58.62","2.76M","0.20%"
"03/08/2024","58.93","58.49","59.19","58.42","2.86M","0.92%"
"03/07/2024","58.39","57.13","58.58","57.10","3.76M","1.96%"
"03/06/2024","57.27","57.25","57.83","57.22","2.61M","0.05%"
"03/05/2024","57.24","57.00","57.47","56.66","1.97M","-0.05%"
"03/04/2024","57.27","56.18","57.42","56.17","3.11M","1.99%"
"03/01/2024","56.15","55.53","56.44","55.38","2.52M","1.39%"
"02/29/2024","55.38","55.59","55.80","55.24","3.84M","-0.13%"
"02/28/2024","55.45","55.47","56.02","55.13","2.39M","-0.27%"
"02/27/2024","55.60","55.10","55.61","55.09","2.13M","0.47%"
"02/26/2024","55.34","56.35","56.45","55.27","2.76M","-1.86%"
"02/23/2024","56.39","56.56","56.76","56.09","2.25M","0.30%"
