"Date","Price","Open","High","Low","Vol.","Change %"
"08/22/2025","495.10","481.75","498.60","481.45","423.12K","2.08%"
"08/21/2025","485.00","492.15","493.55","482.55","318.26K","-1.73%"
"08/20/2025","493.55","485.80","498.80","484.95","408.76K","0.75%"
"08/19/2025","489.90","475.55","491.30","475.05","403.63K","2.95%"
"08/18/2025","475.85","477.15","477.60","469.85","374.67K","-0.05%"
"08/15/2025","476.10","474.00","477.20","470.95","436.43K","0.68%"
"08/14/2025","472.90","471.40","473.00","463.25","468.89K","0.70%"
"08/13/2025","469.60","459.55","470.35","458.85","400.91K","2.72%"
"08/12/2025","457.15","460.00","462.05","450.15","406.96K","-0.19%"
"08/11/2025","458.00","465.00","467.85","455.50","325.68K","-0.73%"
"08/08/2025","461.35","464.65","466.55","458.15","237.80K","0.05%"
"08/07/2025","461.10","460.00","469.00","457.80","317.92K","0.74%"
"08/06/2025","457.70","459.00","460.85","452.40","288.93K","0.26%"
"08/05/2025","456.50","463.45","464.50","451.60","524.03K","-1.25%"
"08/04/2025","462.30","462.15","466.00","458.70","409.32K","0.14%"
"08/01/2025","461.65","470.00","471.20","460.00","565.86K","-2.27%"
"07/31/2025","472.35","479.30","481.05","470.20","570.24K","-1.75%"
"07/30/2025","480.75","474.80","487.15","474.80","503.05K","1.25%"
"07/29/2025","474.80","489.00","489.45","474.80","699.04K","-2.94%"
